date,shape,latitude,longitude
1996-06,light,32.7152778,-117.1563889
1996-06,light,41.8136111,-71.3705556
1996-06,rectangle,53.583333,-.65
1996-06,changing,33.4147222,-111.9086111
1996-06,changing,29.9544444,-90.0750000
1996-06,fireball,32.318231,-86.902298
1996-06,circle,31.068566,-81.41343
1996-06,circle,40.1536111,-88.9644444
1996-06,circle,32.7152778,-117.1563889
1996-06,oval,52.133333,-106.666667
1996-06,oval,49.15,-123.916667
1996-06,disk,33.6188889,-117.9280556
1996-06,disk,31.7586111,-106.4863889
1996-06,disk,23.810332,90.412518
1996-06,disk,40.4811111,-74.4836111
1996-06,disk,39.5094444,-76.1644444
1996-06,disk,49.25,-123.133333
1996-06,cross,42.5233333,-76.9769444
1996-06,diamond,38.5580556,-91.0119444
1996-06,diamond,41.4941667,-87.5216667
1996-06,diamond,31.0980556,-97.3425000
1996-06,changed,39.7294444,-104.8313889
1996-07,triangle,51.2,4.516667
1996-07,triangle,42.5000000,-96.4000000
1996-07,triangle,40.8894444,-111.8800000
1996-07,triangle,30.7619444,-86.5705556
1996-07,triangle,41.2097222,-74.6080556
1996-07,triangle,47.8555556,-121.9697222
1996-07,,44.7630556,-85.6205556
1996-07,,46.6022222,-120.5047222
1996-07,,42.2916667,-85.5872222
1996-07,,32.2216667,-110.9258333
1996-07,light,45.337957,-71.567396
1996-07,light,51.514125,-.093689
1996-07,light,41.4019444,-74.3247222
1996-07,light,42.9169444,-89.2177778
1996-07,light,31.4636111,-100.4366667
1996-07,light,30.1763889,-85.8055556
1996-07,rectangle,46.9966667,-120.5466667
1996-07,rectangle,34.2072222,-84.1402778
1996-07,changing,32.8994444,-105.9597222
1996-07,fireball,48.863809,-117.372467
1996-07,egg,-42.851178,147.30231
1996-07,oval,39.9258333,-75.1200000
1996-07,disk,46.9180556,-104.0038889
1996-07,cone,39.1855556,-78.1636111
1996-08,triangle,44.699487,-73.452912
1996-08,,42.4075000,-124.4205556
1996-08,,38.3461000,-91.4988000
1996-08,,38.6880556,-83.6094444
1996-08,sphere,38.7013889,-90.1486111
1996-08,light,40.5725,-111.859722
1996-08,light,37.3477778,-120.6080556
1996-08,light,36.7236111,-120.0588889
1996-08,fireball,37.3394444,-121.8938889
1996-08,circle,-40.900557,174.885971
1996-08,circle,39.9555556,-86.0138889
1996-08,egg,49.9,-119.483333
1996-08,disk,42.9033333,-78.7550000
1996-08,disk,29.7027778,-98.1241667
1996-08,disk,26.128688,-97.398314
1996-08,flash,44.7433333,-92.8522222
1996-09,triangle,30.2669444,-97.7427778
1996-09,triangle,38.8119444,-94.5316667
1996-09,triangle,35.5869444,-80.4630556
1996-09,,37.9577778,-121.2897222
1996-09,formation,41.0380556,-74.2944444
1996-09,light,21.161908,-86.851528
1996-09,light,40.417287,-82.907123
1996-09,light,-34.85,138.466667
1996-09,cylinder,53.5,-112.05
1996-09,fireball,58.805017,-122.697236
1996-09,oval,42.4602778,-71.3494444
1996-09,disk,38.4094444,-80.5580556
1996-09,disk,41.6005556,-93.6088889
1996-10,triangle,39.9241667,-83.8088889
1996-10,triangle,43.0388889,-87.9063889
1996-10,triangle,30.2669444,-97.7427778
1996-10,,35.1494444,-90.0488889
1996-10,formation,29.7630556,-95.3630556
1996-10,sphere,38.609741,-122.254045
1996-10,fireball,30.1577778,-95.4891667
1996-10,circle,29.6513889,-82.3250000
1996-11,triangle,41.3436111,-86.3097222
1996-11,triangle,39.529633,-119.813803
1996-11,triangle,27.8394444,-82.7913889
1996-11,triangle,43.3727778,-95.1236111
1996-11,,34.1397222,-118.0344444
1996-11,,47.6063889,-122.3308333
1996-11,,40.7141667,-74.0063889
1996-11,,41.6000000,-76.4422222
1996-11,,38.8858333,-94.5327778
1996-11,,42.7130556,-85.4619444
1996-11,,36.778261,-119.417932
1996-11,,42.1372222,-76.9372222
1996-11,,42.3805556,-76.8736111
1996-11,,40.0322222,-74.9577778
1996-11,,47.6816667,-122.2075000
1996-11,formation,40.3055556,-89.6027778
1996-11,light,40.2736111,-76.8847222
1996-11,light,46.8083333,-100.7833333
1996-11,light,34.8697222,-111.7602778
1996-11,light,50.950111,5.907947
1996-11,light,36.1750000,-115.1363889
1996-11,chevron,35.3413889,-89.8972222
1996-11,disk,26.2466667,-98.4811111
1996-11,diamond,40.8000000,-96.6666667
1996-12,triangle,47.6063889,-122.3308333
1996-12,triangle,40.2736111,-76.8847222
1996-12,,38.7169444,-87.8613889
1996-12,,39.0997222,-94.5783333
1996-12,,47.9791667,-122.2008333
1996-12,,47.7361111,-122.6452778
1996-12,,36.6777778,-121.6544444
1996-12,,47.44732,-122.45985
1996-12,,45.5236111,-122.6750000
1996-12,,39.5297222,-119.8127778
1996-12,,47.9188889,-122.5530556
1996-12,,26.905351,-82.255241
1996-12,sphere,26.1336111,-80.1133333
1996-12,sphere,30.3569444,-87.1638889
1996-12,light,40.9866667,-75.1950000
1996-12,light,60.1041667,-149.4422222
1996-12,light,38.9488889,-83.4058333
1996-12,light,51.514125,-.093689
1996-12,light,38.8533333,-91.3058333
1996-12,fireball,34.0975000,-117.6475000
1996-12,circle,34.645265,-118.205353
1996-12,teardrop,41.4138889,-73.3038889
1997-01,triangle,21.5902778,-158.1125000
1997-01,triangle,38.5913889,-75.2916667
1997-01,triangle,36.8044444,-97.2825000
1997-01,sphere,36.1750000,-115.1363889
1997-01,light,45.7833333,-108.5000000
1997-01,light,42.6522222,-78.8972222
1997-01,light,-22.9083,-43.197077
1997-01,changing,34.663887,-99.273888
1997-01,circle,37.6791667,-95.4569444
1997-01,circle,32.9536111,-96.8900000
1997-01,disk,41.9083333,-71.3625000
1997-01,disk,41.6602778,-71.4563889
1997-01,disk,38.4405556,-122.7133333
1997-01,disk,41.7880556,-71.9502778
1997-01,teardrop,53.50754,-2.391199
1997-01,pyramid,45.5608333,-94.1622222
1997-02,triangle,42.8566667,-85.3802778
1997-02,,34.6100000,-112.3150000
1997-02,,44.0777778,-93.5072222
1997-02,formation,36.1750000,-115.1363889
1997-02,light,36.0330556,-86.7827778
1997-02,circle,-34.386725,-72.004773
1997-02,diamond,42.7008333,-73.1091667
1997-03,triangle,31.9575000,-110.9550000
1997-03,triangle,34.0752778,-84.2941667
1997-03,triangle,33.770781,-116.445143
1997-03,triangle,35.0241667,-110.6966667
1997-03,triangle,33.4222222,-111.8219444
1997-03,triangle,33.4483333,-112.0733333
1997-03,triangle,36.532265,-116.932541
1997-03,triangle,33.4483333,-112.0733333
1997-03,triangle,43.6008333,-83.1747222
1997-03,triangle,33.4483333,-112.0733333
1997-03,triangle,32.7252778,-114.6236111
1997-03,triangle,32.2216667,-110.9258333
1997-03,triangle,33.3061111,-111.8405556
1997-03,triangle,33.5091667,-111.8983333
1997-03,,33.3061111,-111.8405556
1997-03,,36.1750000,-115.1363889
1997-03,,36.1750000,-115.1363889
1997-03,,32.8525,-106.106389
1997-03,,33.4352778,-112.3575000
1997-03,,33.48039,-97.043897
1997-03,,42.2972222,-71.0750000
1997-03,formation,34.7575000,-112.4530556
1997-03,formation,38.7508333,-77.4755556
1997-03,formation,34.5400000,-112.4677778
1997-03,formation,34.5400000,-112.4677778
1997-03,formation,34.5400000,-112.4677778
1997-03,formation,37.9319444,-121.6947222
1997-03,formation,33.9730556,-78.3861111
1997-03,cigar,49.539817,18.869726
1997-03,sphere,41.6283333,-70.3875000
1997-03,sphere,39.8083333,-104.9333333
1997-03,sphere,33.3702778,-112.5830556
1997-03,light,32.9477778,-112.7161111
1997-03,light,33.5386111,-112.1852778
1997-03,light,33.4483333,-112.0733333
1997-03,light,48.4111111,-114.3366667
1997-03,light,38.2080556,-91.1602778
1997-03,light,33.8302778,-116.5444444
1997-03,light,33.4483333,-112.0733333
1997-03,light,39.4194444,-76.7805556
1997-03,light,33.9686111,-112.7288889
1997-03,light,45.930065,14.139957
1997-03,light,48.3883333,-115.5550000
1997-03,fireball,33.5386111,-112.1852778
1997-03,circle,32.7152778,-117.1563889
1997-03,circle,41.1397222,-112.0497222
1997-03,circle,32.7963889,-113.5402778
1997-03,chevron,34.0708333,-112.1500000
1997-03,chevron,33.4483333,-112.0733333
1997-03,oval,41.0463889,-74.4355556
1997-03,oval,37.7750000,-122.4183333
1997-03,disk,37.2152778,-93.2980556
1997-03,flash,42.2916667,-85.5872222
1997-04,triangle,27.9472222,-82.4586111
1997-04,triangle,40.994542,-73.878746
1997-04,,45.4363889,-123.1383333
1997-04,,29.7630556,-95.3630556
1997-04,,43.666667,-79.416667
1997-04,,33.8883333,-118.3080556
1997-04,,48.3888889,-122.4950000
1997-04,,33.910604,-109.585093
1997-04,,30.5227778,-87.9033333
1997-04,cigar,37.4527778,-76.3852778
1997-04,sphere,34.8697222,-111.7602778
1997-04,sphere,40.8000000,-96.6666667
1997-04,light,33.0575000,-89.5875000
1997-04,light,32.7152778,-117.1563889
1997-04,light,28.5380556,-81.3794444
1997-04,light,52.633333,1.3
1997-04,light,38.9516667,-92.3338889
1997-04,circle,29.5955556,-90.7194444
1997-04,egg,-37.813938,144.963425
1997-04,oval,34.3580556,-86.2947222
1997-04,oval,33.4483333,-112.0733333
1997-05,triangle,39.3194444,-88.4527778
1997-05,triangle,35.4675000,-97.5161111
1997-05,triangle,42.2966667,-89.6211111
1997-05,triangle,38.2325000,-122.6355556
1997-05,triangle,42.2966667,-89.6211111
1997-05,triangle,41.0263889,-73.6288889
1997-05,triangle,27.7705556,-82.6794444
1997-05,,33.1958333,-117.3786111
1997-05,,33.4483333,-112.0733333
1997-05,,48.4780556,-120.1850000
1997-05,,33.1958333,-117.3786111
1997-05,,34.597241,-119.510771
1997-05,,43.6630556,-116.6863889
1997-05,formation,34.2694444,-118.7805556
1997-05,formation,39.096849,-120.032351
1997-05,cigar,31.8591667,-97.3794444
1997-05,light,42.8650000,-71.3744444
1997-05,light,30.6277778,-96.3341667
1997-05,light,27.2155556,-81.8586111
1997-05,light,39.3266667,-110.9638889
1997-05,light,34.7391667,-112.0091667
1997-05,light,42.2458333,-84.4013889
1997-05,light,37.4947222,-120.8455556
1997-05,fireball,48.0905556,-105.6400000
1997-05,circle,50.45,-3.5
1997-05,circle,45.416667,-75.7
1997-05,oval,39.864819,-75.425732
1997-05,oval,18.466667,-97.4
1997-05,disk,40.7408333,-74.3841667
1997-05,disk,34.0194444,-118.4902778
1997-05,teardrop,-1.038757,37.083375
1997-05,flash,36.5341667,-76.5766667
1997-05,flash,30.2669444,-97.7427778
1997-06,triangle,43.6122222,-116.3905556
1997-06,triangle,44.854686,-93.470786
1997-06,triangle,42.7919444,-83.6277778
1997-06,triangle,33.8333333,-111.9500000
1997-06,triangle,38.1750000,-122.2597222
1997-06,triangle,43.8486111,-73.4238889
1997-06,triangle,37.4208333,-81.1994444
1997-06,triangle,34.0736111,-118.3994444
1997-06,triangle,36.778261,-119.417932
1997-06,,55.064948,-6.498239
1997-06,,28.5380556,-81.3794444
1997-06,,34.5861111,-94.2394444
1997-06,,37.7527778,-79.8191667
1997-06,,32.5363889,-94.9425000
1997-06,,31.968599,-99.901813
1997-06,,41.363333,-76.043889
1997-06,formation,42.2916667,-85.5872222
1997-06,sphere,40.164579,-74.208267
1997-06,sphere,31.4438889,-97.4088889
1997-06,light,35.6708333,-80.4744444
1997-06,light,39.7555556,-105.2205556
1997-06,light,51.514125,-.093689
1997-06,light,38.3000000,-83.1741667
1997-06,cylinder,39.5297222,-119.8127778
1997-06,cylinder,32.252852,-109.832012
1997-06,changing,33.6694444,-117.8222222
1997-06,fireball,34.5400000,-112.4677778
1997-06,fireball,35.5261111,-98.7072222
1997-06,circle,40.6461111,-111.4972222
1997-06,circle,44.8547222,-93.4705556
1997-06,egg,39.391111,-74.593889
1997-06,chevron,29.7630556,-95.3630556
1997-06,chevron,39.2902778,-76.6125000
1997-06,chevron,32.7919444,-115.5622222
1997-06,chevron,33.9830556,-118.0958333
1997-06,oval,21.3500000,-157.7208333
1997-06,disk,40.7372222,-114.0366667
1997-06,disk,42.2830556,-87.9530556
1997-06,disk,40.6936111,-89.5888889
1997-06,disk,45.583333,-72
1997-06,disk,40.7141667,-74.0063889
1997-06,disk,39.9241667,-83.8088889
1997-06,disk,47.0036111,-123.4075000
1997-07,triangle,37.9886111,-84.4777778
1997-07,triangle,47.8108333,-122.3761111
1997-07,triangle,43.9827778,-124.0986111
1997-07,triangle,39.5105556,-79.7986111
1997-07,triangle,33.5869444,-105.1727778
1997-07,triangle,50.453611,5.951944
1997-07,triangle,35.0525000,-78.8786111
1997-07,,51.092903,2.979583
1997-07,,49.084629,-123.058567
1997-07,,44.9430556,-123.0338889
1997-07,,44.9430556,-123.0338889
1997-07,,38.907231,-77.036464
1997-07,,38.907231,-77.036464
1997-07,,37.4802778,-93.6736111
1997-07,formation,25.7738889,-80.1938889
1997-07,cigar,38.7688889,-90.4680556
1997-07,cigar,31.7586111,-106.4863889
1997-07,cigar,32.7152778,-117.1563889
1997-07,sphere,43.620447,-70.734287
1997-07,sphere,46.0113889,-92.9441667
1997-07,sphere,42.5938889,-86.1016667
1997-07,sphere,40.7141667,-74.0063889
1997-07,sphere,37.964253,-91.831833
1997-07,sphere,35.6008333,-82.5541667
1997-07,sphere,44.9444444,-93.0930556
1997-07,sphere,42.0900000,-78.4944444
1997-07,sphere,42.2583333,-72.5750000
1997-07,light,39.465833,-81.108333
1997-07,light,38.6630556,-90.5769444
1997-07,light,38.7838889,-90.4811111
1997-07,light,38.7013889,-90.1486111
1997-07,light,40.633125,-89.398528
1997-07,light,38.8905556,-90.1841667
1997-07,light,44.9430556,-123.0338889
1997-07,light,38.51759,-89.928972
1997-07,light,38.9736111,-92.7430556
1997-07,light,38.5888889,-89.9902778
1997-07,rectangle,38.4219444,-77.4086111
1997-07,rectangle,46.7313889,-117.1786111
1997-07,changing,32.3122222,-106.7777778
1997-07,changing,48.1988889,-122.1238889
1997-07,fireball,51.514125,-.093689
1997-07,fireball,32.3122222,-106.7777778
1997-07,fireball,40.4166667,-86.8752778
1997-07,fireball,26.9677778,-80.1288889
1997-07,fireball,45.0861111,-93.2630556
1997-07,oval,38.7713889,-90.3708333
1997-07,oval,42.4625000,-83.1041667
1997-07,disk,45.2102778,-123.1975000
1997-07,disk,38.6272222,-90.1977778
1997-07,disk,37.3041667,-77.2875000
1997-07,diamond,33.8358333,-79.0480556
1997-07,teardrop,-39.035173,177.418031
1997-08,triangle,47.6777778,-116.7794444
1997-08,triangle,37.4452778,-86.0508333
1997-08,triangle,27.664827,-81.515754
1997-08,,40.8861111,-73.2577778
1997-08,,39.5358333,-76.3486111
1997-08,,43.316667,-79.8
1997-08,,33.5641667,-101.5133333
1997-08,cigar,46.94559,-67.892087
1997-08,cigar,35.3691667,-81.9569444
1997-08,cigar,45.7833333,-108.5000000
1997-08,cigar,27.5155556,-97.8558333
1997-08,sphere,42.8863889,-78.8786111
1997-08,sphere,51,-3.183333
1997-08,light,35.0455556,-85.3097222
1997-08,light,48.7597222,-122.4869444
1997-08,light,42.9633333,-85.6680556
1997-08,light,42.4566667,-83.9463889
1997-08,light,27.525582,-99.43324
1997-08,light,49.791304,9.953355
1997-08,light,45.3002778,-122.9719444
1997-08,light,53.016667,-112.816667
1997-08,fireball,44.4752778,-70.1886111
1997-08,circle,56.01447,-113.821553
1997-08,circle,49.941356,-97.032443
1997-08,oval,34.4700000,-118.1958333
1997-08,oval,42.878268,2.505562
1997-08,disk,55.583333,-4.283333
1997-08,disk,28.0777778,-82.7638889
1997-09,triangle,37.7750000,-122.4183333
1997-09,,42.6183333,-82.5311111
1997-09,,47.6419444,-122.0791667
1997-09,light,44.9430556,-123.0338889
1997-09,cylinder,29.967715,-98.905034
1997-09,disk,41.2280556,-72.9919444
1997-09,disk,41.2280556,-72.9919444
1997-09,disk,41.7561111,-124.2005556
1997-10,triangle,44.9800000,-93.2636111
1997-10,,31.7586111,-106.4863889
1997-10,,41.1400000,-104.8197222
1997-10,,44.783333,-63.15
1997-10,,32.4486111,-99.7327778
1997-10,sphere,34.4263889,-100.2036111
1997-10,sphere,38.2494444,-122.0388889
1997-10,light,47.3294444,-122.5788889
1997-10,light,38.0316667,-85.3425000
1997-10,light,41.8500000,-87.6500000
1997-10,light,43.1008333,-75.2330556
1997-10,light,38.6244444,-76.9394444
1997-10,light,41.9444444,-71.2861111
1997-10,light,34.29798,-85.162834
1997-10,light,32.7833333,-96.8000000
1997-10,light,38.7133333,-77.7955556
1997-10,cylinder,45.7833333,-108.5000000
1997-10,circle,36.8466667,-76.2855556
1997-10,circle,32.2205556,-98.2019444
1997-10,disk,40.1713889,-120.3713889
1997-10,diamond,30.5080556,-97.6786111
1997-10,flash,42.2966667,-89.6211111
1997-11,triangle,28.0777778,-82.7638889
1997-11,triangle,42.7633333,-78.3100000
1997-11,triangle,40.2969444,-111.6938889
1997-11,,42.3250000,-72.6416667
1997-11,,33.2075000,-92.6661111
1997-11,,46.1383333,-122.9369444
1997-11,,26.7052778,-80.0366667
1997-11,,30.2669444,-97.7427778
1997-11,,40.2247222,-105.2708333
1997-11,,35.1980556,-111.6505556
1997-11,formation,45.5236111,-122.6750000
1997-11,formation,47.0380556,-122.8994444
1997-11,formation,47.0380556,-122.8994444
1997-11,formation,47.7361111,-122.6452778
1997-11,formation,48.7052778,-119.4383333
1997-11,formation,33.8313889,-118.2811111
1997-11,sphere,46.7163889,-122.9530556
1997-11,sphere,26.2375000,-80.1250000
1997-11,light,13.960106,122.541582
1997-11,light,40.3336111,-75.6377778
1997-11,light,40.2169444,-74.7433333
1997-11,light,47.6063889,-122.3308333
1997-11,light,47.6063889,-122.3308333
1997-11,light,29.7630556,-95.3630556
1997-11,light,44.5647222,-123.2608333
1997-11,light,33.9136111,-98.4930556
1997-11,cylinder,39.9611111,-82.9988889
1997-11,fireball,47.0380556,-122.8994444
1997-11,crescent,43.193852,-71.572395
1997-11,flare,38.5816667,-121.4933333
1997-12,triangle,37.3394444,-121.8938889
1997-12,triangle,39.2902778,-76.6125000
1997-12,triangle,38.6369444,-77.3113889
1997-12,,33.5772222,-96.1780556
1997-12,,41.7600000,-70.0833333
1997-12,,34.0983333,-118.3258333
1997-12,,41.2375000,-80.8186111
1997-12,,52.586214,-1.982919
1997-12,,32.7938889,-79.8627778
1997-12,cigar,40.4780556,-85.9666667
1997-12,light,47.6063889,-122.3308333
1997-12,light,47.4158333,-120.2919444
1997-12,light,37.7058333,-121.0838889
1997-12,fireball,38.8344444,-88.6280556
1997-12,fireball,29.1869444,-82.1402778
1997-12,circle,52.3,-1.116667
1997-12,circle,34.5361111,-117.2902778
1997-12,disk,48.1191667,-96.1808333
1997-12,cross,18.4136111,-66.0822222
1997-12,diamond,39.0541667,-84.0530556
1997-12,hexagon,40.5594444,-79.9588889
1998-01,triangle,42.2527778,-73.7913889
1998-01,,34.2163889,-119.0366667
1998-01,,32.2216667,-110.9258333
1998-01,sphere,47.7544444,-122.1622222
1998-01,sphere,34.1083333,-117.2888889
1998-01,sphere,47.4830556,-122.2158333
1998-01,light,25.7738889,-80.1938889
1998-01,light,32.2216667,-110.9258333
1998-01,cylinder,30.5786111,-97.8527778
1998-01,changing,28.192944,-80.611006
1998-01,fireball,48.2325000,-101.2958333
1998-01,circle,51.514125,-.093689
1998-01,oval,38.5363889,-89.4663889
1998-01,disk,18.4744444,-66.7161111
1998-01,disk,33.5636111,-81.8080556
1998-02,triangle,39.9611111,-82.9988889
1998-02,cigar,45.068798,-64.469051
1998-02,cigar,37.3394444,-121.8938889
1998-02,cigar,40.2736111,-76.8847222
1998-02,sphere,33.9375000,-117.2297222
1998-02,light,47.0530556,-122.2930556
1998-02,light,43.6852778,-71.1172222
1998-02,light,42.7875000,-86.1088889
1998-02,cylinder,-40.914234,175.00838
1998-02,fireball,43.6983333,-86.3638889
1998-02,circle,45.6388889,-122.6602778
1998-02,circle,30.6941667,-88.0430556
1998-02,egg,34.9333333,-95.7694444
1998-03,triangle,31.3111111,-92.4450000
1998-03,triangle,40.279481,-86.510835
1998-03,,27.9472222,-82.4586111
1998-03,,38.8338889,-104.8208333
1998-03,formation,40.2397222,-78.8352778
1998-03,formation,44.7825000,-69.3838889
1998-03,formation,27.6383333,-80.3975000
1998-03,formation,39.0997222,-94.5783333
1998-03,formation,29.4238889,-98.4933333
1998-03,formation,39.5358333,-76.3486111
1998-03,cigar,44.6366667,-123.1047222
1998-03,cigar,52.683333,-1.816667
1998-03,sphere,64.7511111,-147.3494444
1998-03,sphere,-29.464352,149.841511
1998-03,sphere,21.966108,-159.573791
1998-03,sphere,47.6063889,-122.3308333
1998-03,sphere,54.05,-124.783333
1998-03,sphere,47.6063889,-122.3308333
1998-03,light,41.29232,-74.078908
1998-03,light,29.4238889,-98.4933333
1998-03,light,26.2752778,-80.0875000
1998-03,light,35.7511111,-86.9300000
1998-03,light,40.2750000,-106.9577778
1998-03,light,38.2544444,-104.6086111
1998-03,light,27.860302,-80.447274
1998-03,light,45.5236111,-122.6750000
1998-03,changing,46.6022222,-120.5047222
1998-03,changing,48.5900000,-109.2305556
1998-03,fireball,36.505389,-117.079408
1998-03,fireball,44.3875000,-68.2044444
1998-03,circle,26.7052778,-80.0366667
1998-03,circle,41.1363889,-73.2838889
1998-03,oval,61.2180556,-149.9002778
1998-03,disk,40.3100000,-75.1302778
1998-03,disk,26.9294444,-82.0455556
1998-03,disk,33.3805556,-84.7997222
1998-03,flash,42.7875000,-86.1088889
1998-03,cone,27.3361111,-82.5308333
1998-04,triangle,40.6575000,-96.6577778
1998-04,,34.924031,-117.891208
1998-04,,38.4394444,-88.8969444
1998-04,,36.9880556,-121.9555556
1998-04,,36.9741667,-122.0297222
1998-04,,43.2341667,-86.2483333
1998-04,,40.8566667,-74.1288889
1998-04,,40.1027778,-84.6330556
1998-04,formation,40.4258333,-89.7791667
1998-04,cigar,32.7947222,-116.9616667
1998-04,light,43.1116667,-88.4991667
1998-04,light,31.5544444,-110.3030556
1998-04,light,47.3225000,-122.3113889
1998-04,light,42.4527778,-75.0641667
1998-04,light,47.6588889,-117.4250000
1998-04,light,43.25,-79.066667
1998-04,light,28.0833333,-80.6083333
1998-04,light,44.8041667,-93.1666667
1998-04,fireball,41.7627778,-87.8000000
1998-04,fireball,50.11632,-122.957356
1998-04,fireball,48.6483333,-118.7366667
1998-04,fireball,37.2708333,-79.9416667
1998-04,circle,36.1538889,-95.9925000
1998-04,circle,30.8325000,-83.2786111
1998-04,circle,44.2300000,-69.7758333
1998-04,egg,33.6411111,-117.9177778
1998-04,chevron,31.4227778,-103.4927778
1998-04,oval,47.9130556,-122.0969444
1998-04,oval,41.6361111,-70.9347222
1998-04,oval,32.7152778,-117.1563889
1998-04,disk,34.0636111,-83.1255556
1998-04,disk,28.375218,-81.549472
1998-04,disk,45.433333,-72.883333
1998-05,triangle,37.7975000,-121.2150000
1998-05,triangle,45.6388889,-122.6602778
1998-05,triangle,36.1750000,-115.1363889
1998-05,,42.1138889,-111.3880556
1998-05,,44.0805556,-103.2305556
1998-05,,47.2372222,-93.5300000
1998-05,,42.1194444,-71.3255556
1998-05,,40.1250000,-79.8666667
1998-05,sphere,39.9525000,-74.9927778
1998-05,light,47.6588889,-117.4250000
1998-05,fireball,40.0630556,-81.0744444
1998-05,circle,46.7208333,-92.1038889
1998-05,circle,36.4875,-4.9525
1998-05,circle,36.663447,-87.47739
1998-05,circle,39.3641667,-74.4233333
1998-05,oval,44.9430556,-123.0338889
1998-05,disk,32.7833333,-96.8000000
1998-05,cone,32.2216667,-110.9258333
1998-06,triangle,34.307606,-89.178125
1998-06,triangle,46.233333,-63.133333
1998-06,triangle,40.7372222,-114.0366667
1998-06,,45.7761111,-111.1761111
1998-06,,52.133333,-106.666667
1998-06,,27.9011111,-81.5861111
1998-06,,35.4050000,-97.1625000
1998-06,,36.9486111,-84.0969444
1998-06,,53.594495,-1.030037
1998-06,,35.731953,-90.484662
1998-06,,39.4811111,-76.6441667
1998-06,,38.6630556,-90.5769444
1998-06,,36.967736,-82.929884
1998-06,sphere,53.550352,-2.77637
1998-06,sphere,41.8500000,-87.6500000
1998-06,sphere,43.3016667,-123.1000000
1998-06,sphere,40.8583333,-74.1641667
1998-06,sphere,44.6613889,-84.7147222
1998-06,light,42.4972222,-82.9372222
1998-06,light,42.3333333,-88.2666667
1998-06,light,41.6794444,-77.0641667
1998-06,light,34.3352778,-84.7155556
1998-06,light,46.9966667,-120.5466667
1998-06,light,41.5244444,-90.5155556
1998-06,light,39.9202778,-80.7433333
1998-06,light,38.6772222,-87.5286111
1998-06,light,46.216667,-63.483333
1998-06,light,34.0094444,-118.1044444
1998-06,light,38.6772222,-87.5286111
1998-06,light,33.7825000,-117.2277778
1998-06,light,43.0772222,-78.1872222
1998-06,cylinder,35.221997,-101.831297
1998-06,cylinder,32.2986111,-90.1847222
1998-06,cylinder,42.4183333,-71.1066667
1998-06,cylinder,50.666667,-120.333333
1998-06,cylinder,35.2016667,-83.8241667
1998-06,cylinder,27.8002778,-97.3961111
1998-06,changing,44.9583333,-124.0166667
1998-06,fireball,35.6527778,-97.4777778
1998-06,fireball,37.9577778,-121.2897222
1998-06,fireball,45.859011,-122.815818
1998-06,circle,39.9794444,-77.2230556
1998-06,circle,42.9005556,-78.6705556
1998-06,circle,29.669392,-100.012291
1998-06,circle,39.5297222,-119.8127778
1998-06,chevron,43.1547222,-77.6158333
1998-06,oval,38.6244444,-76.9394444
1998-06,oval,47.0744444,-111.9625000
1998-06,disk,36.778261,-119.417932
1998-06,disk,49.883333,-97.166667
1998-06,disk,42.3583333,-71.0602778
1998-06,diamond,34.1083333,-117.2888889
1998-06,teardrop,36.6844444,-121.8011111
1998-06,teardrop,38.9783333,-76.4925000
1998-07,triangle,49.783333,-112.15
1998-07,triangle,43.4666667,-112.0333333
1998-07,triangle,36.1750000,-115.1363889
1998-07,triangle,37.9405556,-101.2544444
1998-07,triangle,51.583333,-.166667
1998-07,triangle,47.8211111,-122.3138889
1998-07,triangle,26.0027778,-80.2241667
1998-07,triangle,36.7477778,-119.7713889
1998-07,triangle,45.6388889,-122.6602778
1998-07,,47.1394444,-122.0969444
1998-07,,44.9619,5.7458
1998-07,,37.6819444,-121.7669444
1998-07,,51.514125,-.093689
1998-07,,40.7966667,-74.4819444
1998-07,,43.6613889,-70.2558333
1998-07,,53.083333,-1.266667
1998-07,,39.9625000,-76.7280556
1998-07,,40.8813889,-74.1136111
1998-07,,41.3922222,-84.1252778
1998-07,,45.523452,-122.676207
1998-07,,28.9825000,-95.9691667
1998-07,formation,35.6263889,-86.6933333
1998-07,formation,26.9250000,-82.3522222
1998-07,cigar,49.15,-123.916667
1998-07,cigar,50.375457,-4.142656
1998-07,sphere,41.6916667,-94.3627778
1998-07,sphere,40.9633333,-76.6130556
1998-07,sphere,41.4788889,-87.4547222
1998-07,sphere,40.8008333,-94.4755556
1998-07,light,42.7875000,-86.1088889
1998-07,light,33.3061111,-111.8405556
1998-07,light,34.1083333,-117.2888889
1998-07,light,47.4705556,-122.3455556
1998-07,light,41.8500000,-87.6500000
1998-07,light,42.1291667,-80.0852778
1998-07,light,47.4741667,-122.2597222
1998-07,light,42.126116,-83.257233
1998-07,light,45.465509,-121.915016
1998-07,rectangle,48.609949,-93.395528
1998-07,rectangle,42.6525000,-73.7566667
1998-07,fireball,38.3497222,-81.6327778
1998-07,fireball,28.729694,-13.86715
1998-07,circle,38.7522222,-121.2869444
1998-07,circle,41.9352778,-87.8655556
1998-07,circle,33.442702,-116.865122
1998-07,circle,42.3266667,-122.8744444
1998-07,egg,42.9925000,-98.4247222
1998-07,oval,43.0008333,-73.8494444
1998-07,oval,45.4313889,-122.7702778
1998-07,oval,35.6833333,-85.7700000
1998-07,diamond,30.3319444,-81.6558333
1998-07,teardrop,36.08777,-115.299487
